"","title","artist","acousticness","danceability","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","duration_sec","like"
"193","White Ferrari","Frank Ocean",0.784,0.444,0.0924,0,0,0.304,-15.605,1,0.0366,108.917,4,0.219,248.808,"1"
"194","Come Fly With Me - 1998 Digital Remaster","Frank Sinatra",0.845,0.574,0.338,0,6,0.165,-11.376,1,0.042,67.008,4,0.493,199.093,"1"
"195","The Way You Look Tonight","Frank Sinatra",0.855,0.589,0.369,0,5,0.352,-8.678,0,0.0321,132.953,4,0.529,201.2,"1"
"196","Theme From New York, New York","Frank Sinatra",0.547,0.407,0.589,0,2,0.281,-5.32,1,0.03,109.009,4,0.559,204.147,"1"
"197","Fool","Frankie Cosmos",0.301,0.511,0.436,7.12e-05,9,0.255,-10.254,1,0.0409,120.207,4,0.342,124.022,"1"
"198","We Are Young (feat. Janelle Monáe)","fun.",0.02,0.378,0.638,7.66e-05,10,0.0849,-5.576,1,0.075,184.086,4,0.735,250.627,"1"
"199","Thought It Was a Drought","Future",0.00761,0.861,0.448,0.000408,2,0.0902,-8.256,1,0.111,125.022,4,0.0487,265.213,"1"
"200","Where Ya At","Future",0.0933,0.813,0.453,0,1,0.14,-6.941,1,0.338,161.997,4,0.191,208.027,"1"
"201","Seasons (Waiting On You)","Future Islands",0.136,0.498,0.721,0.7,10,0.0933,-5.232,1,0.0282,140.027,4,0.589,226.44,"1"
"202","Budapest","George Ezra",0.0846,0.717,0.455,0,5,0.11,-8.303,1,0.0276,127.81,4,0.389,200.733,"1"
"203","My Sweet Lord","George Harrison",0.0794,0.538,0.704,0,1,0.0867,-8.904,0,0.0332,120.963,4,0.583,281.227,"1"
"204","Faith - Remastered","George Michael",0.0094,0.887,0.48,3.58e-05,11,0.0662,-11.994,1,0.117,95.846,4,0.607,193.2,"1"
"205","Freedom! '90","George Michael",0.153,0.673,0.813,2.87e-05,5,0.0547,-10.966,1,0.0445,91.786,4,0.896,390.867,"1"
"206","Crazy","Gnarls Barkley",0.0172,0.835,0.741,0.0577,8,0.0826,-1.609,1,0.0339,111.963,4,0.612,182.066,"1"
"207","Artangels","Grimes",0.000202,0.568,0.951,0.557,10,0.0483,-3.568,1,0.0402,118.005,4,0.435,247.368,"1"
"208","California","Grimes",0.00185,0.468,0.647,0.000266,6,0.266,-7.966,1,0.064,203.86,4,0.466,198.338,"1"
"209","Oblivion","Grimes",0.115,0.697,0.529,0.901,2,0.0895,-8.838,1,0.0338,155.974,4,0.486,251.267,"1"
"210","Just The Two Of Us (feat. Bill Withers)","Grover Washington, Jr.",0.576,0.803,0.488,0.0609,1,0.0763,-9.303,1,0.0803,95.771,4,0.624,237.106,"1"
"211","Night So Long","HAIM",0.487,0.349,0.381,0.011,0,0.281,-7.198,1,0.0308,113.44,3,0.096,184.507,"1"
"212","The Wire","HAIM",0.0127,0.547,0.635,5.01e-06,2,0.0585,-5.569,1,0.137,113.678,4,0.525,245.293,"1"
"213","Hey, Good Lookin' - Single Version","Hank Williams",0.874,0.789,0.25,0,7,0.125,-12.786,1,0.0413,141.076,4,0.87,175.333,"1"
"214","I Saw The Light","Hank Williams",0.945,0.599,0.287,3.53e-05,7,0.376,-11.271,1,0.0255,102.656,4,0.563,163.24,"1"
"215","Lovesick Blues","Hank Williams",0.705,0.591,0.473,3.1e-06,0,0.115,-9.751,1,0.0312,128.133,4,0.751,164.667,"1"
"216","Sign of the Times","Harry Styles",0.0275,0.516,0.595,0,5,0.109,-4.63,1,0.0313,119.972,4,0.222,340.707,"1"
"217","Cherry Wine - Live","Hozier",0.951,0.415,0.11,0.00236,1,0.0962,-14.901,1,0.0388,81.876,4,0.234,240.147,"1"
"218","In a Week","Hozier",0.791,0.465,0.269,7.51e-06,0,0.139,-12.14,1,0.0311,131.391,3,0.184,318.493,"1"
"219","Jackie and Wilson","Hozier",0.0579,0.555,0.727,7.52e-06,6,0.0937,-4.202,1,0.0388,82.142,4,0.739,223.12,"1"
"220","Work Song","Hozier",0.749,0.531,0.363,0,10,0.112,-7.672,1,0.0608,121.412,4,0.259,229.72,"1"
"221","I Love It (feat. Charli XCX)","Icona Pop",0.00952,0.711,0.906,1.64e-05,8,0.153,-2.671,1,0.0284,125.916,4,0.824,157.153,"1"
"222","Bitter Truth","Iron & Wine",0.732,0.634,0.478,9.18e-06,8,0.244,-10.548,1,0.0241,104.261,4,0.669,182.933,"1"
"223","Somewhere Over The Rainbow_What A Wonderful World","Israel Kamakawiwo'ole",0.928,0.663,0.168,5.68e-05,0,0.361,-13.725,1,0.0448,85.005,4,0.678,308.027,"1"
"224","Power Trip","J. Cole",0.322,0.667,0.61,0.000203,1,0.426,-7.054,1,0.217,99.991,4,0.465,241.16,"1"
"225","Work Out","J. Cole",0.0531,0.831,0.427,0,2,0.316,-6.903,1,0.106,93.004,4,0.216,234.773,"1"
"226","Banana Pancakes","Jack Johnson",0.644,0.823,0.398,5.65e-06,7,0.0937,-8.22,1,0.0951,114.178,4,0.578,191.907,"1"
"227","Better Together","Jack Johnson",0.291,0.866,0.347,7.01e-06,7,0.109,-9.553,0,0.0685,110.063,4,0.616,207.68,"1"
"228","Where Are Ü Now (with Justin Bieber)","Jack Ü",0.041,0.432,0.781,4.21e-06,4,0.0789,-4.038,0,0.0567,139.432,4,0.197,250.286,"1"
"229","In My Life","Jake Shimabukuro",0.94,0.531,0.108,0.895,0,0.12,-18.584,1,0.059,96.46,4,0.0935,209.147,"1"
"230","I Know There's Gonna Be (Good Times)","Jamie xx",0.119,0.564,0.594,0,11,0.536,-9.912,0,0.155,89.394,4,0.507,213.622,"1"
"231","Lucky","Jason Mraz",0.296,0.623,0.417,0,0,0.135,-8.699,1,0.0354,130.032,4,0.721,191.36,"1"
"232","Put On","Jeezy",0.0027,0.649,0.785,0,9,0.0859,-6.031,0,0.0369,137.618,4,0.294,321.293,"1"
"233","Soul Survivor","Jeezy",0.00123,0.671,0.499,0,10,0.239,-7.766,1,0.0442,84.045,4,0.0854,280.013,"1"
"234","Bang Bang","Jessie J",0.292,0.703,0.789,0,0,0.377,-3.423,0,0.0928,150.058,4,0.761,199.387,"1"
"235","If You're Never Gonna Move","Jessie Ware",0.218,0.609,0.578,0.0693,2,0.107,-10.103,1,0.0379,100.992,4,0.829,207.12,"1"
"236","Midnight","Jessie Ware",0.0238,0.532,0.398,7.6e-05,5,0.088,-8.512,0,0.0359,139.933,4,0.157,237.24,"1"
"237","Midnight - Single Version","Jessie Ware",0.0155,0.546,0.433,3.31e-05,5,0.308,-7.91,0,0.0409,139.952,4,0.247,199.397,"1"
"238","Sweet Talk","Jessie Ware",0.327,0.486,0.582,1.98e-06,11,0.107,-8.209,0,0.391,173.951,3,0.215,217.2,"1"
"239","Wildest Moments","Jessie Ware",0.227,0.564,0.775,0.131,2,0.421,-6.777,1,0.0486,83.034,4,0.456,222.067,"1"
"240","Paper Doll","John Mayer",0.521,0.658,0.475,0.0067,7,0.176,-11.703,1,0.0292,153.851,4,0.685,257.387,"1"
"241","Wildfire","John Mayer",0.15,0.719,0.665,0.00092,8,0.144,-8.589,1,0.0331,96.999,4,0.763,253.493,"1"
"242","Wildfire","John Mayer",0.893,0.505,0.119,0,7,0.198,-17.252,1,0.0425,85.953,4,0.371,85.84,"1"
"243","A Haunted House","Jon Bellion",0.849,0.522,0.323,0,6,0.101,-8.586,1,0.11,78.395,1,0.268,183.123,"1"
"244","Human","Jon Bellion",0.689,0.685,0.341,2.7e-06,6,0.106,-8.528,1,0.193,93.911,4,0.692,205.268,"1"
"245","Luxury","Jon Bellion",0.014,0.591,0.391,0.000251,9,0.0927,-9.169,1,0.136,78.723,4,0.208,243.459,"1"
"246","Ooh","Jon Bellion",0.811,0.827,0.397,6.3e-05,0,0.102,-8.917,1,0.0463,114.988,4,0.515,219.227,"1"
"247","Pre-Occupied","Jon Bellion",0.266,0.746,0.746,2.07e-06,10,0.58,-6.17,1,0.314,89.135,4,0.451,267.795,"1"
"248","Lovebug","Jonas Brothers",0.126,0.597,0.499,0,4,0.214,-6.216,1,0.0581,79.071,4,0.521,220.693,"1"
"249","What Comes Next?","Jonathan Groff",0.603,0.515,0.302,0,7,0.199,-10.882,1,0.0802,114.832,4,0.276,99.343,"1"
"250","You'll Be Back","Jonathan Groff",0.391,0.607,0.467,0,0,0.132,-7.556,1,0.0581,121.741,4,0.434,208.321,"1"
"251","Big Yellow Taxi","Joni Mitchell",0.579,0.611,0.47,0,4,0.581,-9.135,1,0.0356,85.527,4,0.97,134.8,"1"
"252","Don't Stop Believin'","Journey",0.127,0.5,0.748,0,4,0.447,-9.072,1,0.0363,118.852,4,0.514,250.987,"1"
"253","Faithfully","Journey",0.0979,0.202,0.644,0,11,0.109,-5.212,1,0.0324,85.04,5,0.252,267.08,"1"
"254","Hello Stranger","Julia Holter",0.403,0.139,0.277,0.172,0,0.0792,-11.539,1,0.0363,101.03,4,0.103,376.667,"1"
"255","This Is a True Heart","Julia Holter",0.306,0.461,0.493,0.786,9,0.047,-12.006,0,0.05,133.943,4,0.234,210.92,"1"
"256","Televangelist","Julien Baker",0.956,0.244,0.231,0.000754,0,0.092,-9.679,1,0.0339,169.593,4,0.0984,292.293,"1"
"257","Turn Out the Lights","Julien Baker",0.725,0.413,0.303,1.43e-05,0,0.0888,-7.278,1,0.028,82.532,4,0.0344,203.973,"1"
"258","Sorry","Justin Bieber",0.0865,0.605,0.768,0,0,0.308,-3.724,0,0.0476,100.209,4,0.414,200.787,"1"
"259","What Do You Mean?","Justin Bieber",0.61,0.837,0.571,0.000898,5,0.0849,-8.273,0,0.0922,125.034,4,0.801,205.68,"1"
"260","City Of Stars (Humming) - From ""La La Land"" Soundtrack","Justin Hurwitz",0.979,0.557,0.0133,0.00949,4,0.111,-24.796,0,0.0343,93.132,4,0.346,162.973,"1"
"261","Engagement Party - From ""La La Land"" Soundtrack","Justin Hurwitz",0.991,0.526,0.0598,0.881,3,0.113,-22.603,1,0.0392,79.085,3,0.261,87.213,"1"
"262","Epilogue - From ""La La Land"" Soundtrack","Justin Hurwitz",0.654,0.411,0.284,0.878,7,0.513,-11.479,1,0.0443,122.579,4,0.129,459.467,"1"
"263","Herman’s Habit - From ""La La Land"" Soundtrack","Justin Hurwitz",0.0716,0.581,0.589,0.834,8,0.211,-9.405,1,0.0575,124.135,4,0.663,111.613,"1"
"264","Mia & Sebastian’s Theme - From ""La La Land"" Soundtrack","Justin Hurwitz",0.976,0.48,0.196,0.952,9,0.124,-15.803,1,0.0638,113.112,3,0.105,98.04,"1"
"265","Planetarium - From ""La La Land"" Soundtrack","Justin Hurwitz",0.924,0.207,0.142,0.615,3,0.511,-15.555,1,0.0363,149.18,4,0.043,257.28,"1"
"266","Summer Montage / Madeline - From ""La La Land"" Soundtrack","Justin Hurwitz",0.0813,0.604,0.494,0.818,7,0.305,-6.647,1,0.0283,107.744,4,0.636,124.64,"1"
"267","The End - From ""La La Land"" Soundtrack","Justin Hurwitz",0.91,0.265,0.0593,0.971,0,0.0461,-14.346,1,0.0396,97.536,4,0.241,46.267,"1"
"268","Golden Hour","Kacey Musgraves",0.0952,0.611,0.555,0,6,0.11,-6.372,0,0.0274,88.969,4,0.413,198.453,"1"
"269","High Horse","Kacey Musgraves",0.0325,0.725,0.674,3.55e-06,11,0.0531,-5.254,0,0.0363,120.057,4,0.773,213.693,"1"
"270","30 Hours","Kanye West",0.032,0.822,0.813,0,7,0.107,-6.736,1,0.291,95.122,4,0.357,323.303,"1"
"271","All Day","Kanye West",0.0648,0.855,0.638,0,9,0.162,-4.968,0,0.143,122.967,4,0.412,310.907,"1"
"272","All Of The Lights","Kanye West",0.0724,0.558,0.794,2.15e-05,1,0.19,-3.234,1,0.0533,142.156,4,0.297,299.613,"1"
"273","All Of The Lights (Interlude)","Kanye West",0.927,0.371,0.0973,0.871,10,0.133,-16.434,0,0.0359,48.34,3,0.465,62.253,"1"
"274","Black Skinhead","Kanye West",0.000954,0.775,0.823,0,1,0.144,-6.091,1,0.271,130.041,4,0.273,188.013,"1"
"275","Blood On The Leaves","Kanye West",0.385,0.415,0.681,0,2,0.101,-4.104,0,0.189,171.893,4,0.364,359.8,"1"
"276","Bound 2","Kanye West",0.134,0.359,0.662,0,1,0.0907,-2.843,1,0.0466,152.096,4,0.288,229.147,"1"
"277","Can't Tell Me Nothing","Kanye West",0.0121,0.594,0.614,0,5,0.823,-6.091,0,0.0536,79.968,4,0.101,271.6,"1"
"278","Clique","Kanye West",0.0567,0.467,0.564,0,9,0.194,-4.986,0,0.353,81.966,4,0.296,293.533,"1"
"279","Dark Fantasy","Kanye West",0.362,0.594,0.585,0,2,0.186,-5.836,0,0.0474,87.939,4,0.416,280.787,"1"
"280","Devil In A New Dress","Kanye West",0.0162,0.304,0.756,0,11,0.145,-4.857,1,0.135,84.239,4,0.193,351.947,"1"
"281","Diamonds From Sierra Leone - Remix","Kanye West",0.244,0.658,0.803,0,7,0.201,-3.742,1,0.258,96.808,4,0.471,233.4,"1"
"282","Fade","Kanye West",0.1,0.756,0.766,0,9,0.313,-5.793,0,0.088,105.986,4,0.288,193.748,"1"
"283","Famous","Kanye West",0.0602,0.474,0.741,0,6,0.115,-3.69,1,0.111,174.1,4,0.402,196.04,"1"
"284","Father Stretch My Hands Pt. 1","Kanye West",0.142,0.714,0.566,1.25e-06,7,0.57,-4.408,1,0.056,113.074,4,0.449,135.92,"1"
"285","Flashing Lights","Kanye West",0.0315,0.634,0.649,0,6,0.482,-7.505,0,0.0486,90.482,4,0.509,237.507,"1"
"286","FML","Kanye West",0.313,0.667,0.423,0,9,0.193,-7.146,0,0.0822,125.116,4,0.156,236.12,"1"
"287","Gold Digger","Kanye West",0.0223,0.638,0.699,0,1,0.0917,-5.54,0,0.384,92.939,4,0.66,207.627,"1"
"288","Gone","Kanye West",0.0148,0.84,0.668,0,1,0.0736,-6.042,1,0.262,92.805,4,0.344,332.603,"1"
"289","I Am A God","Kanye West",0.0341,0.516,0.538,0.000805,9,0.163,-7.425,0,0.0726,112.053,4,0.294,231.507,"1"
"290","Jesus Walks","Kanye West",0.578,0.427,0.844,0,3,0.284,-4.597,0,0.427,85.346,4,0.716,193.733,"1"
"291","Lift Yourself","Kanye West",0.0108,0.877,0.435,1.88e-06,0,0.115,-8.131,1,0.136,98.008,4,0.589,147.905,"1"
"292","Lost In The World","Kanye West",0.141,0.588,0.746,0.007,5,0.479,-5.09,0,0.224,117.011,4,0.271,256.587,"1"
"293","Mercy","Kanye West",0.0855,0.737,0.545,9.32e-05,6,0.153,-8.536,0,0.362,140.086,4,0.443,332.453,"1"
"294","Monster","Kanye West",0.00243,0.621,0.683,0.00856,11,0.525,-5.619,0,0.242,124.283,5,0.0917,378.893,"1"
"295","New Slaves","Kanye West",0.141,0.5,0.593,6.21e-06,1,0.0969,-4.34,1,0.0898,68.456,4,0.329,256.093,"1"
"296","No More Parties In LA","Kanye West",0.231,0.525,0.924,0,5,0.221,-1.613,1,0.3,93.798,4,0.697,374.413,"1"
"297","On Sight","Kanye West",0.452,0.613,0.486,0,11,0.279,-3.135,0,0.342,105.111,4,0.497,156.48,"1"
"298","POWER","Kanye West",0.0178,0.538,0.912,0,0,0.689,-4.684,0,0.129,154.042,4,0.588,292.093,"1"
"299","Runaway","Kanye West",0.195,0.552,0.577,0.00257,1,0.527,-3.724,0,0.0725,86.966,4,0.107,547.733,"1"
"300","So Appalled","Kanye West",0.25,0.461,0.761,0,1,0.681,-5.785,0,0.332,87.318,4,0.588,397.667,"1"
"301","Spaceship","Kanye West",0.513,0.522,0.773,0,5,0.621,-5.327,0,0.22,178.073,3,0.652,324.227,"1"
"302","The Glory","Kanye West",0.044,0.402,0.639,0,6,0.229,-7.087,1,0.301,83.213,4,0.625,212.707,"1"
"303","Waves","Kanye West",0.0363,0.386,0.587,3.71e-06,10,0.332,-4.454,1,0.0519,96.072,4,0.0565,181.573,"1"
"304","California Gurls","Katy Perry",0.0038,0.788,0.753,0,0,0.18,-3.71,1,0.0536,125.005,4,0.403,234.653,"1"
"305","Last Friday Night (T.G.I.F.)","Katy Perry",0.00125,0.652,0.812,3.01e-05,3,0.667,-3.797,0,0.0409,126.023,4,0.72,230.733,"1"
"306","A.D.H.D","Kendrick Lamar",0.33,0.609,0.799,0,9,0.108,-6.883,1,0.24,157.74,4,0.582,215.509,"1"
"307","Alright","Kendrick Lamar",0.0734,0.791,0.779,0,7,0.0832,-5.972,1,0.235,110.037,4,0.56,219.333,"1"
"308","Backseat Freestyle","Kendrick Lamar",0.000685,0.557,0.654,0,3,0.24,-7.575,0,0.296,77.49,4,0.652,212.653,"1"
"309","Bitch, Don’t Kill My Vibe","Kendrick Lamar",0.0139,0.649,0.693,0,1,0.424,-9.066,1,0.0727,134.026,4,0.112,310.72,"1"
"310","Bitch, Don’t Kill My Vibe - Remix","Kendrick Lamar",0.0475,0.631,0.769,0,1,0.216,-5.85,1,0.221,133.808,4,0.166,278.547,"1"
"311","DNA.","Kendrick Lamar",0.0047,0.637,0.514,0,1,0.094,-6.763,1,0.365,139.931,4,0.402,185.947,"1"
"312","ELEMENT.","Kendrick Lamar",0.22,0.734,0.687,0,4,0.215,-4.728,0,0.476,189.791,4,0.476,208.733,"1"
"313","HiiiPower","Kendrick Lamar",0.179,0.695,0.827,0,6,0.283,-5.742,0,0.282,81.024,4,0.538,279.855,"1"
"314","Hol' Up","Kendrick Lamar",0.781,0.607,0.869,0,5,0.137,-5.271,1,0.345,155.983,4,0.577,173.158,"1"
"315","HUMBLE.","Kendrick Lamar",0.000259,0.904,0.611,2.03e-05,1,0.0976,-6.842,0,0.0888,150.02,4,0.4,177,"1"
"316","i","Kendrick Lamar",0.719,0.537,0.815,0,8,0.665,-4.312,1,0.327,121.917,4,0.761,336.013,"1"
"317","King Kunta","Kendrick Lamar",0.00515,0.881,0.658,0,11,0.203,-4.53,0,0.101,107.052,4,0.486,234.693,"1"
"318","LOYALTY. FEAT. RIHANNA.","Kendrick Lamar",0.0224,0.681,0.541,0,9,0.167,-8.926,0,0.055,110.803,4,0.413,227.36,"1"
"319","Poetic Justice","Kendrick Lamar",0.163,0.778,0.56,0,6,0.249,-9.986,0,0.376,135.947,4,0.671,300.16,"1"
"320","Rigamortus","Kendrick Lamar",0.24,0.52,0.807,0.00257,2,0.199,-6.281,1,0.409,178.012,4,0.628,168.591,"1"
"321","Sing About Me, I'm Dying Of Thirst","Kendrick Lamar",0.29,0.567,0.759,4.1e-05,6,0.145,-7.644,0,0.48,83.157,4,0.348,723.573,"1"
"322","untitled 02 | 06.23.2014.","Kendrick Lamar",0.341,0.526,0.506,0,5,0.646,-10.47,1,0.519,85.349,3,0.0963,258.827,"1"
"323","untitled 07 | 2014 - 2016","Kendrick Lamar",0.738,0.567,0.455,0,6,0.708,-11.75,0,0.496,127.002,4,0.351,496.173,"1"
"324","YAH.","Kendrick Lamar",0.61,0.648,0.691,0,1,0.224,-7.935,1,0.239,69.982,4,0.622,160.293,"1"
"325","Die Young","Kesha",0.00498,0.711,0.7,0.000125,1,0.215,-4.805,0,0.046,128.001,4,0.801,211.92,"1"
"326","Praying","Kesha",0.491,0.576,0.39,0,10,0.111,-7.202,1,0.0297,73.433,4,0.319,230.267,"1"
"327","2 Phones","Kevin Gates",0.157,0.895,0.681,0,7,0.189,-5.267,0,0.358,121.918,4,0.554,240,"1"
"328","Really Really","Kevin Gates",0.00427,0.762,0.666,0,0,0.127,-6.055,1,0.0916,118.97,4,0.278,232.093,"1"
"329","Cudi Zone","Kid Cudi",0.565,0.708,0.695,0,9,0.247,-5.893,0,0.0344,134.759,4,0.602,259.04,"1"
"330","Day 'N' Nite (nightmare)","Kid Cudi",0.48,0.878,0.444,7.65e-06,11,0.113,-6.447,0,0.0652,138.023,4,0.789,221.24,"1"
"331","Erase Me - Main","Kid Cudi",0.0693,0.682,0.642,0,9,0.116,-5.643,1,0.152,186.037,4,0.857,192.253,"1"
"332","Immortal","Kid Cudi",0.147,0.587,0.925,1.04e-05,0,0.502,-1.982,1,0.155,84.959,4,0.561,301.84,"1"
"333","Pursuit Of Happiness (nightmare)","Kid Cudi",0.491,0.631,0.613,7.31e-05,0,0.215,-8.954,1,0.0411,115.289,4,0.279,295.293,"1"
"334","Soundtrack 2 My Life","Kid Cudi",0.471,0.341,0.78,1.84e-05,4,0.379,-6.583,0,0.205,86.255,4,0.492,235.627,"1"
"335","Freeee (Ghost Town Pt. 2)","KIDS SEE GHOSTS",0.00457,0.334,0.81,0,9,0.158,-4.855,0,0.0632,151.643,4,0.306,206.605,"1"
"336","Beth","KISS",0.872,0.407,0.217,0.00147,0,0.178,-13.548,1,0.0343,115.506,4,0.282,165.667,"1"
"337","Music from the ""Star Wars: The Last Jedi"" Final Trailer","L'Orchestra Cinematique",0.692,0.153,0.674,0.884,7,0.0515,-8.826,0,0.0523,84.444,4,0.115,152.533,"1"
"338","Another Day Of Sun - From ""La La Land"" Soundtrack","La La Land Cast",0.0165,0.596,0.749,6.91e-06,8,0.648,-6.742,1,0.059,125.838,4,0.791,228.173,"1"
"339","Beautiful People Beautiful Problems (feat. Stevie Nicks)","Lana Del Rey",0.841,0.493,0.426,3e-04,5,0.0912,-8.368,1,0.032,122.654,4,0.158,253.532,"1"
"340","Get Free","Lana Del Rey",0.501,0.206,0.476,0.000894,10,0.0953,-10.408,1,0.0648,202.905,4,0.0394,334.294,"1"
"341","Love","Lana Del Rey",0.451,0.32,0.376,0.00198,10,0.11,-10.885,1,0.033,98.132,4,0.225,272.743,"1"
"342","Lust For Life (with The Weeknd)","Lana Del Rey",0.588,0.506,0.668,0.002,0,0.364,-8.654,0,0.0582,99.982,4,0.285,264.066,"1"
"343","Tomorrow Never Came (feat. Sean Ono Lennon)","Lana Del Rey",0.817,0.297,0.419,0.000301,0,0.109,-9.723,1,0.036,145.768,4,0.172,307.54,"1"
"344","Video Games","Lana Del Rey",0.812,0.317,0.273,2.93e-06,6,0.086,-9.609,0,0.0307,131.311,4,0.193,281.947,"1"
"345","You Must Love Me - From ""Evita""","Lana Del Rey",0.94,0.271,0.209,0.0237,10,0.111,-12.472,1,0.0362,80.252,4,0.0856,162.947,"1"
"346","Young And Beautiful","Lana Del Rey",0.271,0.307,0.425,3.09e-05,11,0.11,-8.924,0,0.0372,108.693,4,0.136,236.053,"1"
"347","oh baby","LCD Soundsystem",0.0192,0.58,0.622,0.653,5,0.648,-12.005,1,0.0352,169.442,4,0.781,349.693,"1"
"348","Hallelujah","Leonard Cohen",0.715,0.28,0.344,0.00642,0,0.133,-12.577,1,0.0293,171.143,3,0.232,277.16,"1"
"349","Suzanne","Leonard Cohen",0.922,0.409,0.172,0.00112,6,0.111,-16.44,0,0.0389,132.151,4,0.352,229.293,"1"
"350","You Want It Darker","Leonard Cohen",0.613,0.674,0.327,0.199,4,0.0756,-16.986,0,0.0574,108.995,4,0.494,284.373,"1"
"351","Dear Theodosia","Leslie Odom Jr.",0.906,0.601,0.222,4.11e-05,9,0.0723,-10.485,1,0.0303,106.754,4,0.271,184.004,"1"
"352","Non-Stop","Leslie Odom Jr.",0.211,0.772,0.482,0,6,0.223,-9.529,1,0.351,92.017,4,0.441,385.438,"1"
"353","The World Was Wide Enough","Leslie Odom Jr.",0.466,0.653,0.351,0,5,0.107,-12.776,1,0.648,116.605,3,0.309,302.191,"1"
"354","Your Obedient Servant","Leslie Odom Jr.",0.293,0.736,0.37,0,5,0.042,-11.072,1,0.502,165.908,3,0.62,150.064,"1"
"355","Aaron Burr, Sir","Lin-Manuel Miranda",0.271,0.646,0.438,0,8,0.0945,-10.837,1,0.808,160.433,4,0.524,156.631,"1"
"356","Hurts to liv","liv",0.53,0.466,0.326,0,0,0.0621,-7.179,1,0.0355,75.003,5,0.312,302.287,"1"
"357","Fool for Love","Lord Huron",0.598,0.619,0.758,0.192,5,0.113,-6.285,1,0.0367,90.993,4,0.215,274.707,"1"
"358","Homemade Dynamite","Lorde",0.232,0.762,0.444,2.38e-06,7,0.092,-5.54,0,0.0594,107.006,4,0.233,189.796,"1"
"359","Perfect Places","Lorde",0.00253,0.638,0.58,2.3e-05,1,0.128,-5.319,0,0.0545,104.045,4,0.551,221.874,"1"
"360","Ribs","Lorde",0.518,0.504,0.469,0.524,4,0.108,-9.349,1,0.0824,127.965,4,0.04,258.969,"1"
"361","Swingin Party","Lorde",0.911,0.374,0.238,3.01e-05,10,0.119,-13.447,1,0.0391,106.867,4,0.0932,222.363,"1"
"362","The Love Club","Lorde",0.229,0.792,0.492,0.0112,5,0.134,-7.295,1,0.0572,92.027,4,0.603,201.434,"1"
"363","White Teeth Teens","Lorde",0.64,0.644,0.319,4.9e-05,6,0.149,-9.105,0,0.0362,114.038,4,0.0955,216.6,"1"
"364","World On Fire","Louis The Child",0.791,0.711,0.258,0.000879,10,0.101,-8.956,0,0.0693,75.007,4,0.423,174.4,"1"
"365","Money Maker","Ludacris",0.177,0.571,0.613,0,1,0.216,-6.836,1,0.252,83.317,4,0.583,230.613,"1"
"366","Symphony No.9 In D Minor, Op.125 - ""Choral"" - Excerpt From 4th Movement: 4. Presto","Ludwig van Beethoven",0.942,0.209,0.0693,0.797,2,0.454,-19.098,1,0.0376,75.672,4,0.0764,367.267,"1"
"367","Symphony No.9 In D Minor, Op.125 - ""Choral"" / 4.: ""O Freunde nicht diese Töne"" -","Ludwig van Beethoven",0.962,0.222,0.361,0.116,2,0.275,-14.343,1,0.0739,85.337,4,0.0519,1093.733,"1"
"368","Symphony No.9 In D Minor, Op.125 - ""Choral"": 1. Allegro ma non troppo, un poco maestoso","Ludwig van Beethoven",0.953,0.226,0.172,0.871,10,0.313,-16.917,1,0.0382,145.546,4,0.12,938.427,"1"
"369","Symphony No.9 In D Minor, Op.125 - ""Choral"": 2. Molto vivace","Ludwig van Beethoven",0.966,0.369,0.175,0.818,7,0.0962,-20.971,1,0.0585,140.679,4,0.255,625.964,"1"
"370","Symphony No.9 In D Minor, Op.125 - ""Choral"": 3. Adagio molto e cantabile","Ludwig van Beethoven",0.973,0.107,0.0435,0.858,10,0.0949,-27.831,1,0.0375,91.475,4,0.0439,954,"1"
"371","deep end","Lykke Li",0.288,0.538,0.586,1.73e-06,11,0.116,-6.937,0,0.0482,138.762,4,0.381,185.728,"1"
"372","Little Bit","Lykke Li",0.158,0.819,0.736,0.00161,7,0.109,-6.504,1,0.0416,120.318,4,0.701,273.427,"1"
"373","sex money feelings die","Lykke Li",0.323,0.789,0.534,3.42e-06,8,0.0645,-6.347,0,0.0709,134.055,4,0.631,139.84,"1"
"374","so sad so sexy","Lykke Li",0.706,0.507,0.404,4.44e-06,11,0.0963,-5.75,0,0.0376,133.479,4,0.134,212.427,"1"
"375","Time In A Bottle","Lykke Li",0.163,0.578,0.596,5.96e-06,9,0.127,-6.653,0,0.0282,92.014,4,0.37,142.174,"1"
"376","Unchained Melody","Lykke Li",0.931,0.371,0.0731,0,2,0.0717,-8.051,1,0.0328,137.466,4,0.316,156,"1"
"377","Paper Planes","M.I.A.",0.0277,0.457,0.854,9.62e-05,2,0.731,-6.2,1,0.265,172.231,4,0.485,203.76,"1"
"378","Let My Baby Stay","Mac DeMarco",0.782,0.785,0.285,0.548,4,0.0995,-14.635,1,0.0312,89.875,4,0.634,248.172,"1"
"379","Salad Days","Mac DeMarco",0.0876,0.43,0.771,0.0239,5,0.121,-7.176,1,0.0375,201.001,4,0.772,145.893,"1"
"380","Still Beating","Mac DeMarco",0.581,0.709,0.496,0.195,1,0.151,-10.528,0,0.0417,78.477,4,0.469,181.587,"1"
"381","This Old Dog","Mac DeMarco",0.219,0.749,0.401,0.0931,3,0.206,-10.856,1,0.0391,138.811,4,0.616,150.547,"1"
