,0,0,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
152,Everlasting Arms,Vampire Weekend,0.472,https://api.spotify.com/v1/audio-analysis/5WbmgRh4WP3dfmcrPUDY4O,0.664,183320,0.702,5WbmgRh4WP3dfmcrPUDY4O,0.00352,11,0.107,-8.072,1,0.188,119.852,4,https://api.spotify.com/v1/tracks/5WbmgRh4WP3dfmcrPUDY4O,audio_features,spotify:track:5WbmgRh4WP3dfmcrPUDY4O,0.526
153,Finger Back,Vampire Weekend,0.255,https://api.spotify.com/v1/audio-analysis/5OLQo8LBsfh0LszlsyWlzL,0.668,205960,0.822,5OLQo8LBsfh0LszlsyWlzL,1.72e-05,0,0.349,-4.861,1,0.0855,100.934,4,https://api.spotify.com/v1/tracks/5OLQo8LBsfh0LszlsyWlzL,audio_features,spotify:track:5OLQo8LBsfh0LszlsyWlzL,0.721
154,Worship You,Vampire Weekend,0.00119,https://api.spotify.com/v1/audio-analysis/5y02IcERVgEUItFLeeZDz6,0.474,201240,0.919,5y02IcERVgEUItFLeeZDz6,1.82e-06,11,0.314,-5.966,1,0.0779,149.055,4,https://api.spotify.com/v1/tracks/5y02IcERVgEUItFLeeZDz6,audio_features,spotify:track:5y02IcERVgEUItFLeeZDz6,0.303
155,Ya Hey,Vampire Weekend,0.179,https://api.spotify.com/v1/audio-analysis/4eE6vZ2vOrceLq4xgz3VmG,0.584,312653,0.65,4eE6vZ2vOrceLq4xgz3VmG,0.000283,11,0.0935,-6.481,1,0.0427,92.01,4,https://api.spotify.com/v1/tracks/4eE6vZ2vOrceLq4xgz3VmG,audio_features,spotify:track:4eE6vZ2vOrceLq4xgz3VmG,0.491
156,Hudson,Vampire Weekend,0.565,https://api.spotify.com/v1/audio-analysis/5eAjH216cLRo2rotXPTl3S,0.367,254800,0.442,5eAjH216cLRo2rotXPTl3S,0.000416,2,0.135,-10.37,0,0.0644,80.066,4,https://api.spotify.com/v1/tracks/5eAjH216cLRo2rotXPTl3S,audio_features,spotify:track:5eAjH216cLRo2rotXPTl3S,0.23
157,Young Lion,Vampire Weekend,0.918,https://api.spotify.com/v1/audio-analysis/570ocPyYy6lgJPnPAo66cZ,0.272,105360,0.232,570ocPyYy6lgJPnPAo66cZ,0.0236,10,0.113,-11.018,1,0.0397,180.314,3,https://api.spotify.com/v1/tracks/570ocPyYy6lgJPnPAo66cZ,audio_features,spotify:track:570ocPyYy6lgJPnPAo66cZ,0.377
158,Caffeinated Consciousness,TV On The Radio,0.00553,https://api.spotify.com/v1/audio-analysis/14n7hUzSGcdhUjwLHEymag,0.568,198707,0.932,14n7hUzSGcdhUjwLHEymag,0.832,10,0.227,-3.945,0,0.0544,93.978,4,https://api.spotify.com/v1/tracks/14n7hUzSGcdhUjwLHEymag,audio_features,spotify:track:14n7hUzSGcdhUjwLHEymag,0.632
159,Will Do,TV On The Radio,0.0204,https://api.spotify.com/v1/audio-analysis/3sgLS1bQj1rjSXbsYAVLfk,0.563,224987,0.85,3sgLS1bQj1rjSXbsYAVLfk,0.00806,2,0.0664,-3.477,0,0.0398,79.977,4,https://api.spotify.com/v1/tracks/3sgLS1bQj1rjSXbsYAVLfk,audio_features,spotify:track:3sgLS1bQj1rjSXbsYAVLfk,0.438
160,Look What You Made Me Do,Taylor Swift,0.189,https://api.spotify.com/v1/audio-analysis/1P17dC1amhFzptugyAO7Il,0.769,211853,0.709,1P17dC1amhFzptugyAO7Il,1.72e-05,9,0.133,-6.432,0,0.139,128.063,4,https://api.spotify.com/v1/tracks/1P17dC1amhFzptugyAO7Il,audio_features,spotify:track:1P17dC1amhFzptugyAO7Il,0.514
161,Blank Space,Taylor Swift,0.0847,https://api.spotify.com/v1/audio-analysis/1p80LdxRV74UKvL8gnD7ky,0.751,231827,0.684,1p80LdxRV74UKvL8gnD7ky,0.0,5,0.0737,-5.448,1,0.0679,95.979,4,https://api.spotify.com/v1/tracks/1p80LdxRV74UKvL8gnD7ky,audio_features,spotify:track:1p80LdxRV74UKvL8gnD7ky,0.597
162,Shake It Off,Taylor Swift,0.0577,https://api.spotify.com/v1/audio-analysis/5xTtaWoae3wi06K5WfVUUH,0.653,219200,0.799,5xTtaWoae3wi06K5WfVUUH,0.0,7,0.221,-5.359,1,0.163,160.017,4,https://api.spotify.com/v1/tracks/5xTtaWoae3wi06K5WfVUUH,audio_features,spotify:track:5xTtaWoae3wi06K5WfVUUH,0.945
163,State Of Grace,Taylor Swift,0.000166,https://api.spotify.com/v1/audio-analysis/5zyCYmiaVE5y26EZuwZbsw,0.584,295187,0.834,5zyCYmiaVE5y26EZuwZbsw,0.00121,4,0.0906,-5.872,1,0.0321,129.958,4,https://api.spotify.com/v1/tracks/5zyCYmiaVE5y26EZuwZbsw,audio_features,spotify:track:5zyCYmiaVE5y26EZuwZbsw,0.42
164,All Too Well,Taylor Swift,0.0398,https://api.spotify.com/v1/audio-analysis/1q3RiD1tIWUpGsNFADMlvl,0.6,327893,0.631,1q3RiD1tIWUpGsNFADMlvl,0.000469,0,0.128,-7.783,1,0.0255,93.04,4,https://api.spotify.com/v1/tracks/1q3RiD1tIWUpGsNFADMlvl,audio_features,spotify:track:1q3RiD1tIWUpGsNFADMlvl,0.314
165,Stay Stay Stay,Taylor Swift,0.301,https://api.spotify.com/v1/audio-analysis/1x0J8LFX23d5h1zzuzZorc,0.727,204827,0.753,1x0J8LFX23d5h1zzuzZorc,1.5e-06,0,0.0811,-6.655,1,0.0244,100.114,4,https://api.spotify.com/v1/tracks/1x0J8LFX23d5h1zzuzZorc,audio_features,spotify:track:1x0J8LFX23d5h1zzuzZorc,0.904
166,The Last Time,Taylor Swift,0.0368,https://api.spotify.com/v1/audio-analysis/7vvIpJZye5cRR6De1LKM0m,0.5,298293,0.458,7vvIpJZye5cRR6De1LKM0m,5.55e-06,2,0.0897,-7.033,1,0.0269,93.987,4,https://api.spotify.com/v1/tracks/7vvIpJZye5cRR6De1LKM0m,audio_features,spotify:track:7vvIpJZye5cRR6De1LKM0m,0.132
167,Begin Again,Taylor Swift,0.234,https://api.spotify.com/v1/audio-analysis/48A0aShHlovDfTMucMrE66,0.522,237613,0.531,48A0aShHlovDfTMucMrE66,5.05e-06,7,0.237,-8.237,1,0.0276,79.055,4,https://api.spotify.com/v1/tracks/48A0aShHlovDfTMucMrE66,audio_features,spotify:track:48A0aShHlovDfTMucMrE66,0.344
168,Hey Stephen,Taylor Swift,0.177,https://api.spotify.com/v1/audio-analysis/4WXzzCof26KJLTK5kK53dS,0.836,254307,0.546,4WXzzCof26KJLTK5kK53dS,1.16e-06,6,0.109,-7.337,1,0.0312,115.993,4,https://api.spotify.com/v1/tracks/4WXzzCof26KJLTK5kK53dS,audio_features,spotify:track:4WXzzCof26KJLTK5kK53dS,0.826
169,White Horse,Taylor Swift,0.356,https://api.spotify.com/v1/audio-analysis/6wn61Fzx9XMxQmieLpoIhW,0.583,234427,0.354,6wn61Fzx9XMxQmieLpoIhW,0.0,0,0.101,-7.875,1,0.0254,92.526,4,https://api.spotify.com/v1/tracks/6wn61Fzx9XMxQmieLpoIhW,audio_features,spotify:track:6wn61Fzx9XMxQmieLpoIhW,0.199
170,Back To December,Taylor Swift,0.118,https://api.spotify.com/v1/audio-analysis/7lxADouiWFkwR7ZV2GKUcH,0.526,293027,0.662,7lxADouiWFkwR7ZV2GKUcH,0.0,2,0.356,-4.683,1,0.0313,141.886,4,https://api.spotify.com/v1/tracks/7lxADouiWFkwR7ZV2GKUcH,audio_features,spotify:track:7lxADouiWFkwR7ZV2GKUcH,0.303
171,Dear John,Taylor Swift,0.158,https://api.spotify.com/v1/audio-analysis/1ubvV5ECkm6nSI6g1HmbBK,0.583,403920,0.464,1ubvV5ECkm6nSI6g1HmbBK,1.42e-06,4,0.109,-5.311,1,0.0281,119.524,3,https://api.spotify.com/v1/tracks/1ubvV5ECkm6nSI6g1HmbBK,audio_features,spotify:track:1ubvV5ECkm6nSI6g1HmbBK,0.111
172,Wildfire,John Mayer,0.15,https://api.spotify.com/v1/audio-analysis/0QTCTu0CXv4X1JEE4gNpGv,0.719,253493,0.665,0QTCTu0CXv4X1JEE4gNpGv,0.00092,8,0.144,-8.589,1,0.0331,96.999,4,https://api.spotify.com/v1/tracks/0QTCTu0CXv4X1JEE4gNpGv,audio_features,spotify:track:0QTCTu0CXv4X1JEE4gNpGv,0.763
173,Paper Doll,John Mayer,0.521,https://api.spotify.com/v1/audio-analysis/5FDh0G5oQ2UD9JxWiDCT1x,0.658,257387,0.475,5FDh0G5oQ2UD9JxWiDCT1x,0.0067,7,0.176,-11.703,1,0.0292,153.851,4,https://api.spotify.com/v1/tracks/5FDh0G5oQ2UD9JxWiDCT1x,audio_features,spotify:track:5FDh0G5oQ2UD9JxWiDCT1x,0.685
174,Wildfire,John Mayer,0.893,https://api.spotify.com/v1/audio-analysis/4wOYt5nULk1Cu8pwJWk26m,0.505,85840,0.119,4wOYt5nULk1Cu8pwJWk26m,0.0,7,0.198,-17.252,1,0.0425,85.953,4,https://api.spotify.com/v1/tracks/4wOYt5nULk1Cu8pwJWk26m,audio_features,spotify:track:4wOYt5nULk1Cu8pwJWk26m,0.371
175,Love Galore,SZA,0.111,https://api.spotify.com/v1/audio-analysis/0q75NwOoFiARAVp4EXU4Bs,0.795,275080,0.594,0q75NwOoFiARAVp4EXU4Bs,0.0,0,0.162,-6.2,1,0.0747,135.002,4,https://api.spotify.com/v1/tracks/0q75NwOoFiARAVp4EXU4Bs,audio_features,spotify:track:0q75NwOoFiARAVp4EXU4Bs,0.409
176,Prom,SZA,0.0658,https://api.spotify.com/v1/audio-analysis/5yvhdo8FXbBsIllxv2Rr94,0.805,196133,0.702,5yvhdo8FXbBsIllxv2Rr94,0.0,1,0.123,-4.877,1,0.0887,120.041,4,https://api.spotify.com/v1/tracks/5yvhdo8FXbBsIllxv2Rr94,audio_features,spotify:track:5yvhdo8FXbBsIllxv2Rr94,0.225
177,The Weekend,SZA,0.241,https://api.spotify.com/v1/audio-analysis/6gU9OKjOE7ghfEd55oRO57,0.487,272187,0.366,6gU9OKjOE7ghfEd55oRO57,0.0,8,0.126,-9.405,0,0.0531,68.191,5,https://api.spotify.com/v1/tracks/6gU9OKjOE7ghfEd55oRO57,audio_features,spotify:track:6gU9OKjOE7ghfEd55oRO57,0.161
178,Death with Dignity,Sufjan Stevens,0.986,https://api.spotify.com/v1/audio-analysis/4fpEuKIzTLmMJnYwFU0oqr,0.51,239508,0.16,4fpEuKIzTLmMJnYwFU0oqr,0.017,4,0.113,-21.03,1,0.0395,170.063,4,https://api.spotify.com/v1/tracks/4fpEuKIzTLmMJnYwFU0oqr,audio_features,spotify:track:4fpEuKIzTLmMJnYwFU0oqr,0.383
179,Eugene,Sufjan Stevens,0.973,https://api.spotify.com/v1/audio-analysis/161iDrAGFqkzeXSaxworBs,0.555,146893,0.12,161iDrAGFqkzeXSaxworBs,0.303,11,0.285,-24.043,1,0.0433,84.293,4,https://api.spotify.com/v1/tracks/161iDrAGFqkzeXSaxworBs,audio_features,spotify:track:161iDrAGFqkzeXSaxworBs,0.672
180,Is This It,The Strokes,0.147,https://api.spotify.com/v1/audio-analysis/0jBE7Fn78EAvmIs3dCd6GO,0.667,151333,0.692,0jBE7Fn78EAvmIs3dCd6GO,3.75e-05,5,0.349,-8.361,1,0.0285,96.021,4,https://api.spotify.com/v1/tracks/0jBE7Fn78EAvmIs3dCd6GO,audio_features,spotify:track:0jBE7Fn78EAvmIs3dCd6GO,0.846
181,The Modern Age,The Strokes,0.0116,https://api.spotify.com/v1/audio-analysis/1420BGhbXGkIJtbtBlfpYE,0.528,208067,0.888,1420BGhbXGkIJtbtBlfpYE,0.762,2,0.154,-6.039,1,0.0326,145.971,4,https://api.spotify.com/v1/tracks/1420BGhbXGkIJtbtBlfpYE,audio_features,spotify:track:1420BGhbXGkIJtbtBlfpYE,0.897
182,Soma,The Strokes,0.0747,https://api.spotify.com/v1/audio-analysis/6gU7ohksNd6LsEJMWfDRhp,0.499,153840,0.706,6gU7ohksNd6LsEJMWfDRhp,0.00289,0,0.0753,-7.335,1,0.0302,148.931,4,https://api.spotify.com/v1/tracks/6gU7ohksNd6LsEJMWfDRhp,audio_features,spotify:track:6gU7ohksNd6LsEJMWfDRhp,0.483
183,Barely Legal,The Strokes,0.00326,https://api.spotify.com/v1/audio-analysis/21Ay8Y9Pr91nSauPGtK6MW,0.426,234693,0.884,21Ay8Y9Pr91nSauPGtK6MW,0.0495,0,0.0903,-6.279,1,0.0365,157.811,4,https://api.spotify.com/v1/tracks/21Ay8Y9Pr91nSauPGtK6MW,audio_features,spotify:track:21Ay8Y9Pr91nSauPGtK6MW,0.852
184,Someday,The Strokes,0.00425,https://api.spotify.com/v1/audio-analysis/7hm4HTk9encxT0LYC0J6oI,0.538,183440,0.52,7hm4HTk9encxT0LYC0J6oI,0.0,9,0.367,-7.46,1,0.0299,106.031,4,https://api.spotify.com/v1/tracks/7hm4HTk9encxT0LYC0J6oI,audio_features,spotify:track:7hm4HTk9encxT0LYC0J6oI,0.678
185,"Alone, Together",The Strokes,0.00778,https://api.spotify.com/v1/audio-analysis/4UmJMAY5TqXPAnsDW1Mci7,0.515,188640,0.863,4UmJMAY5TqXPAnsDW1Mci7,0.896,7,0.0616,-5.756,1,0.0308,143.017,4,https://api.spotify.com/v1/tracks/4UmJMAY5TqXPAnsDW1Mci7,audio_features,spotify:track:4UmJMAY5TqXPAnsDW1Mci7,0.961
186,Last Nite,The Strokes,0.0223,https://api.spotify.com/v1/audio-analysis/3SUusuA9jH1v6PVwtYMbdv,0.624,193373,0.899,3SUusuA9jH1v6PVwtYMbdv,0.000155,0,0.0975,-5.71,1,0.0295,104.055,4,https://api.spotify.com/v1/tracks/3SUusuA9jH1v6PVwtYMbdv,audio_features,spotify:track:3SUusuA9jH1v6PVwtYMbdv,0.797
187,Hard To Explain,The Strokes,0.000456,https://api.spotify.com/v1/audio-analysis/0OM9ri37LIbPc9hffwsyb1,0.408,224333,0.665,0OM9ri37LIbPc9hffwsyb1,0.863,7,0.0888,-6.286,1,0.0578,82.525,4,https://api.spotify.com/v1/tracks/0OM9ri37LIbPc9hffwsyb1,audio_features,spotify:track:0OM9ri37LIbPc9hffwsyb1,0.667
188,When It Started,The Strokes,0.265,https://api.spotify.com/v1/audio-analysis/3iiObSfkcBsETljmSB4Hcs,0.722,175200,0.654,3iiObSfkcBsETljmSB4Hcs,0.00392,0,0.15,-8.107,1,0.0328,131.962,4,https://api.spotify.com/v1/tracks/3iiObSfkcBsETljmSB4Hcs,audio_features,spotify:track:3iiObSfkcBsETljmSB4Hcs,0.904
189,Trying Your Luck,The Strokes,0.00855,https://api.spotify.com/v1/audio-analysis/5KupfEBaVJwL7D2ZN0n1Q1,0.503,202760,0.689,5KupfEBaVJwL7D2ZN0n1Q1,0.0126,9,0.131,-9.424,0,0.0313,143.906,4,https://api.spotify.com/v1/tracks/5KupfEBaVJwL7D2ZN0n1Q1,audio_features,spotify:track:5KupfEBaVJwL7D2ZN0n1Q1,0.615
190,Take It Or Leave It,The Strokes,0.000959,https://api.spotify.com/v1/audio-analysis/0seTertVGvHrEJu7hlIWRq,0.43,196067,0.913,0seTertVGvHrEJu7hlIWRq,0.369,2,0.137,-6.203,0,0.0389,154.066,4,https://api.spotify.com/v1/tracks/0seTertVGvHrEJu7hlIWRq,audio_features,spotify:track:0seTertVGvHrEJu7hlIWRq,0.481
191,What Ever Happened?,The Strokes,9.67e-05,https://api.spotify.com/v1/audio-analysis/78Gzxi27GuNHTfkn2BylG4,0.547,169273,0.599,78Gzxi27GuNHTfkn2BylG4,0.679,11,0.229,-6.057,1,0.0344,116.165,4,https://api.spotify.com/v1/tracks/78Gzxi27GuNHTfkn2BylG4,audio_features,spotify:track:78Gzxi27GuNHTfkn2BylG4,0.587
192,Reptilia,The Strokes,0.000563,https://api.spotify.com/v1/audio-analysis/57Xjny5yNzAcsxnusKmAfA,0.486,219754,0.666,57Xjny5yNzAcsxnusKmAfA,0.789,9,0.101,-5.084,1,0.033,157.992,4,https://api.spotify.com/v1/tracks/57Xjny5yNzAcsxnusKmAfA,audio_features,spotify:track:57Xjny5yNzAcsxnusKmAfA,0.741
193,Automatic Stop,The Strokes,0.00336,https://api.spotify.com/v1/audio-analysis/6DUKQUhWqUySYngLXLNwP2,0.68,207029,0.536,6DUKQUhWqUySYngLXLNwP2,0.737,1,0.0884,-6.078,1,0.0384,105.917,4,https://api.spotify.com/v1/tracks/6DUKQUhWqUySYngLXLNwP2,audio_features,spotify:track:6DUKQUhWqUySYngLXLNwP2,0.959
194,12:51,The Strokes,0.312,https://api.spotify.com/v1/audio-analysis/6Yu1OL8I0D4vjOzYdsXYGK,0.452,153133,0.889,6Yu1OL8I0D4vjOzYdsXYGK,0.8,4,0.558,-3.838,1,0.0379,145.056,4,https://api.spotify.com/v1/tracks/6Yu1OL8I0D4vjOzYdsXYGK,audio_features,spotify:track:6Yu1OL8I0D4vjOzYdsXYGK,0.591
195,You Talk Way Too Much,The Strokes,0.0625,https://api.spotify.com/v1/audio-analysis/6lnnaGN20kl0jEYJSxCgU9,0.308,186038,0.971,6lnnaGN20kl0jEYJSxCgU9,0.938,4,0.0806,-3.23,1,0.0344,128.204,4,https://api.spotify.com/v1/tracks/6lnnaGN20kl0jEYJSxCgU9,audio_features,spotify:track:6lnnaGN20kl0jEYJSxCgU9,0.659
196,Between Love & Hate,The Strokes,5.35e-05,https://api.spotify.com/v1/audio-analysis/5OmumaYiHYXUsYZPGLFTYJ,0.453,196348,0.61,5OmumaYiHYXUsYZPGLFTYJ,0.545,9,0.101,-4.935,1,0.0254,104.188,4,https://api.spotify.com/v1/tracks/5OmumaYiHYXUsYZPGLFTYJ,audio_features,spotify:track:5OmumaYiHYXUsYZPGLFTYJ,0.525
197,Meet Me in the Bathroom,The Strokes,6.7e-05,https://api.spotify.com/v1/audio-analysis/08l9WKDuRyGeStQ9ojTlFh,0.426,176160,0.94,08l9WKDuRyGeStQ9ojTlFh,0.883,7,0.0772,-3.973,1,0.0337,139.952,4,https://api.spotify.com/v1/tracks/08l9WKDuRyGeStQ9ojTlFh,audio_features,spotify:track:08l9WKDuRyGeStQ9ojTlFh,0.595
198,Under Control,The Strokes,0.341,https://api.spotify.com/v1/audio-analysis/3kKb3U3a8jmUJQB9ypE1Jl,0.401,187153,0.723,3kKb3U3a8jmUJQB9ypE1Jl,0.775,1,0.0543,-4.651,1,0.0291,90.596,4,https://api.spotify.com/v1/tracks/3kKb3U3a8jmUJQB9ypE1Jl,audio_features,spotify:track:3kKb3U3a8jmUJQB9ypE1Jl,0.66
199,The Way It Is,The Strokes,0.000179,https://api.spotify.com/v1/audio-analysis/5MZBOcqI3Vpvp2PZy6ddyD,0.481,141502,0.943,5MZBOcqI3Vpvp2PZy6ddyD,0.865,11,0.0985,-2.592,1,0.0495,137.091,4,https://api.spotify.com/v1/tracks/5MZBOcqI3Vpvp2PZy6ddyD,audio_features,spotify:track:5MZBOcqI3Vpvp2PZy6ddyD,0.877
200,The End Has No End,The Strokes,0.000799,https://api.spotify.com/v1/audio-analysis/0dy6iXYIF0piirySAzCBwF,0.536,185435,0.655,0dy6iXYIF0piirySAzCBwF,0.832,1,0.229,-3.713,1,0.0336,136.006,4,https://api.spotify.com/v1/tracks/0dy6iXYIF0piirySAzCBwF,audio_features,spotify:track:0dy6iXYIF0piirySAzCBwF,0.552
201,I Can't Win,The Strokes,0.00492,https://api.spotify.com/v1/audio-analysis/7eX5SypK35V8Y9d9pS6rWy,0.473,161100,0.745,7eX5SypK35V8Y9d9pS6rWy,0.634,11,0.105,-4.819,1,0.0321,97.449,4,https://api.spotify.com/v1/tracks/7eX5SypK35V8Y9d9pS6rWy,audio_features,spotify:track:7eX5SypK35V8Y9d9pS6rWy,0.405
202,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,0.00495,https://api.spotify.com/v1/audio-analysis/2jg4Yc8071puvDRYi22B3a,0.646,158040,0.784,2jg4Yc8071puvDRYi22B3a,0.0,5,0.061,-6.137,1,0.0334,108.84,4,https://api.spotify.com/v1/tracks/2jg4Yc8071puvDRYi22B3a,audio_features,spotify:track:2jg4Yc8071puvDRYi22B3a,0.819
203,"Signed, Sealed, Delivered (I'm Yours)",Rufus Wainwright,0.976,https://api.spotify.com/v1/audio-analysis/46CIlA5RykShruWcP0mOLp,0.455,183067,0.156,46CIlA5RykShruWcP0mOLp,3.09e-05,5,0.104,-13.528,1,0.0347,86.865,4,https://api.spotify.com/v1/tracks/46CIlA5RykShruWcP0mOLp,audio_features,spotify:track:46CIlA5RykShruWcP0mOLp,0.266
204,Change Gonna Come,Otis Redding,0.663,https://api.spotify.com/v1/audio-analysis/4Oi3JFZ5fFzr2lqHiRQUUO,0.439,255533,0.299,4Oi3JFZ5fFzr2lqHiRQUUO,1.31e-05,5,0.375,-11.322,0,0.0416,84.867,3,https://api.spotify.com/v1/tracks/4Oi3JFZ5fFzr2lqHiRQUUO,audio_features,spotify:track:4Oi3JFZ5fFzr2lqHiRQUUO,0.332
205,A Change Is Gonna Come,Sam Cooke,0.76,https://api.spotify.com/v1/audio-analysis/0KOE1hat4SIer491XKk4Pa,0.212,191160,0.42,0KOE1hat4SIer491XKk4Pa,0.0,10,0.307,-9.919,1,0.0344,169.555,3,https://api.spotify.com/v1/tracks/0KOE1hat4SIer491XKk4Pa,audio_features,spotify:track:0KOE1hat4SIer491XKk4Pa,0.493
206,Have You Ever Seen The Rain?,Creedence Clearwater Revival,0.0876,https://api.spotify.com/v1/audio-analysis/5XE8c07vbpQBUriwybOHtd,0.776,160000,0.516,5XE8c07vbpQBUriwybOHtd,1.82e-05,0,0.182,-9.981,1,0.0295,115.989,4,https://api.spotify.com/v1/tracks/5XE8c07vbpQBUriwybOHtd,audio_features,spotify:track:5XE8c07vbpQBUriwybOHtd,0.806
207,Have You Ever Seen The Rain - The Voice Performance,Sawyer Fredericks,0.328,https://api.spotify.com/v1/audio-analysis/37AGPGLGYXxxGzA5xTmY2U,0.613,143448,0.327,37AGPGLGYXxxGzA5xTmY2U,1.31e-06,3,0.111,-8.743,1,0.0258,109.94,4,https://api.spotify.com/v1/tracks/37AGPGLGYXxxGzA5xTmY2U,audio_features,spotify:track:37AGPGLGYXxxGzA5xTmY2U,0.248
208,Shine On - The Voice Performance,Sawyer Fredericks,0.0932,https://api.spotify.com/v1/audio-analysis/7pa2J8FSpn0Jg0FLKj9NV1,0.47,191605,0.578,7pa2J8FSpn0Jg0FLKj9NV1,4.7e-06,5,0.179,-4.292,1,0.0321,125.805,4,https://api.spotify.com/v1/tracks/7pa2J8FSpn0Jg0FLKj9NV1,audio_features,spotify:track:7pa2J8FSpn0Jg0FLKj9NV1,0.336
209,Oh What A World,Rufus Wainwright,0.79,https://api.spotify.com/v1/audio-analysis/7m4EQHDDp1kZJMgWtIlOe9,0.463,263133,0.243,7m4EQHDDp1kZJMgWtIlOe9,0.00139,5,0.114,-8.581,1,0.0272,100.354,4,https://api.spotify.com/v1/tracks/7m4EQHDDp1kZJMgWtIlOe9,audio_features,spotify:track:7m4EQHDDp1kZJMgWtIlOe9,0.201
210,FourFiveSeconds,Rihanna,0.878,https://api.spotify.com/v1/audio-analysis/78TTtXnFQPzwqlbtbwqN0y,0.576,188238,0.267,78TTtXnFQPzwqlbtbwqN0y,0.0,2,0.119,-5.668,1,0.044,205.888,4,https://api.spotify.com/v1/tracks/78TTtXnFQPzwqlbtbwqN0y,audio_features,spotify:track:78TTtXnFQPzwqlbtbwqN0y,0.326
211,Dat $tick,Rich Brian,0.104,https://api.spotify.com/v1/audio-analysis/4bdJHQp90ymjEIkkYhcENB,0.923,126667,0.508,4bdJHQp90ymjEIkkYhcENB,1.21e-05,1,0.126,-8.668,1,0.0468,108.039,4,https://api.spotify.com/v1/tracks/4bdJHQp90ymjEIkkYhcENB,audio_features,spotify:track:4bdJHQp90ymjEIkkYhcENB,0.168
212,Easy,Real Estate,0.0128,https://api.spotify.com/v1/audio-analysis/5Oi6DcxbW07cgLvs9IhMOz,0.43,233440,0.892,5Oi6DcxbW07cgLvs9IhMOz,0.417,0,0.142,-4.021,1,0.0322,140.042,4,https://api.spotify.com/v1/tracks/5Oi6DcxbW07cgLvs9IhMOz,audio_features,spotify:track:5Oi6DcxbW07cgLvs9IhMOz,0.5
213,Kinder Blumen,Real Estate,0.181,https://api.spotify.com/v1/audio-analysis/4Pw3S5gy0boT525TsvhlSB,0.431,235533,0.731,4Pw3S5gy0boT525TsvhlSB,0.0644,0,0.0814,-6.397,1,0.0264,105.279,4,https://api.spotify.com/v1/tracks/4Pw3S5gy0boT525TsvhlSB,audio_features,spotify:track:4Pw3S5gy0boT525TsvhlSB,0.728
214,Out Of Tune,Real Estate,0.385,https://api.spotify.com/v1/audio-analysis/0ncXP2m8UxsXqGnuVkdPyV,0.407,291947,0.765,0ncXP2m8UxsXqGnuVkdPyV,0.00271,9,0.0693,-6.104,1,0.0313,121.087,4,https://api.spotify.com/v1/tracks/0ncXP2m8UxsXqGnuVkdPyV,audio_features,spotify:track:0ncXP2m8UxsXqGnuVkdPyV,0.689
215,Municipality,Real Estate,0.268,https://api.spotify.com/v1/audio-analysis/2wb77szti9UDRfId09Pq14,0.488,216587,0.706,2wb77szti9UDRfId09Pq14,0.869,9,0.173,-6.358,1,0.0252,98.045,4,https://api.spotify.com/v1/tracks/2wb77szti9UDRfId09Pq14,audio_features,spotify:track:2wb77szti9UDRfId09Pq14,0.343
216,Wonder Years,Real Estate,0.198,https://api.spotify.com/v1/audio-analysis/7scettYvOlbEdb6mmoeCP9,0.512,154493,0.788,7scettYvOlbEdb6mmoeCP9,0.852,2,0.148,-6.45,1,0.0338,131.014,4,https://api.spotify.com/v1/tracks/7scettYvOlbEdb6mmoeCP9,audio_features,spotify:track:7scettYvOlbEdb6mmoeCP9,0.662
217,Three Blocks,Real Estate,0.0979,https://api.spotify.com/v1/audio-analysis/5aHofxqFHTzsXBxCTzA6QA,0.492,198613,0.64,5aHofxqFHTzsXBxCTzA6QA,0.147,9,0.16,-6.034,1,0.0291,135.008,3,https://api.spotify.com/v1/tracks/5aHofxqFHTzsXBxCTzA6QA,audio_features,spotify:track:5aHofxqFHTzsXBxCTzA6QA,0.449
218,Younger Than Yesterday,Real Estate,0.0199,https://api.spotify.com/v1/audio-analysis/2WcvzcP9mCDilRhGqz0LUZ,0.546,248520,0.671,2WcvzcP9mCDilRhGqz0LUZ,0.63,0,0.316,-7.004,1,0.0288,116.986,4,https://api.spotify.com/v1/tracks/2WcvzcP9mCDilRhGqz0LUZ,audio_features,spotify:track:2WcvzcP9mCDilRhGqz0LUZ,0.377
219,All The Same,Real Estate,0.0838,https://api.spotify.com/v1/audio-analysis/6VJm0p33yISoNgfHRRapQL,0.534,441947,0.794,6VJm0p33yISoNgfHRRapQL,0.62,2,0.0962,-5.775,1,0.0303,128.745,4,https://api.spotify.com/v1/tracks/6VJm0p33yISoNgfHRRapQL,audio_features,spotify:track:6VJm0p33yISoNgfHRRapQL,0.3
220,Let's Go Crazy,Prince,0.0192,https://api.spotify.com/v1/audio-analysis/0QeI79sp1vS8L3JgpEO7mD,0.309,280000,0.93,0QeI79sp1vS8L3JgpEO7mD,0.0022,11,0.106,-6.399,1,0.125,195.815,4,https://api.spotify.com/v1/tracks/0QeI79sp1vS8L3JgpEO7mD,audio_features,spotify:track:0QeI79sp1vS8L3JgpEO7mD,0.376
