,0,0,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
68,Champion,Kanye West,0.00315,https://api.spotify.com/v1/audio-analysis/7hNx9Dynz2fRO41L9AEVA8,0.481,167600,0.505,7hNx9Dynz2fRO41L9AEVA8,0.0,3,0.67,-8.19,0,0.296,98.331,4,https://api.spotify.com/v1/tracks/7hNx9Dynz2fRO41L9AEVA8,audio_features,spotify:track:7hNx9Dynz2fRO41L9AEVA8,0.765
69,Stronger,Kanye West,0.00728,https://api.spotify.com/v1/audio-analysis/6C7RJEIUDqKkJRZVWdkfkH,0.625,311867,0.726,6C7RJEIUDqKkJRZVWdkfkH,0.0,10,0.318,-7.731,0,0.155,103.98,4,https://api.spotify.com/v1/tracks/6C7RJEIUDqKkJRZVWdkfkH,audio_features,spotify:track:6C7RJEIUDqKkJRZVWdkfkH,0.483
70,Good Life,Kanye West,0.00376,https://api.spotify.com/v1/audio-analysis/1fLdeDTrJWNkwOeFyAVLvF,0.435,207000,0.802,1fLdeDTrJWNkwOeFyAVLvF,0.0,1,0.467,-6.871,1,0.324,84.267,4,https://api.spotify.com/v1/tracks/1fLdeDTrJWNkwOeFyAVLvF,audio_features,spotify:track:1fLdeDTrJWNkwOeFyAVLvF,0.454
71,Barry Bonds,Kanye West,0.0452,https://api.spotify.com/v1/audio-analysis/7kXINLuqpicfE1sDCZ3Xwv,0.475,204307,0.613,7kXINLuqpicfE1sDCZ3Xwv,0.0,1,0.294,-6.217,1,0.382,166.755,4,https://api.spotify.com/v1/tracks/7kXINLuqpicfE1sDCZ3Xwv,audio_features,spotify:track:7kXINLuqpicfE1sDCZ3Xwv,0.718
72,Heard 'Em Say,Kanye West,0.055,https://api.spotify.com/v1/audio-analysis/6yIjtVtnOBeC8SwdVHzAuF,0.736,203733,0.702,6yIjtVtnOBeC8SwdVHzAuF,0.0394,7,0.124,-8.437,0,0.181,94.857,4,https://api.spotify.com/v1/tracks/6yIjtVtnOBeC8SwdVHzAuF,audio_features,spotify:track:6yIjtVtnOBeC8SwdVHzAuF,0.569
73,Touch The Sky,Kanye West,0.0158,https://api.spotify.com/v1/audio-analysis/2dxjKgT0li4qBI3QwuN9Ih,0.597,235500,0.848,2dxjKgT0li4qBI3QwuN9Ih,0.0,9,0.374,-4.835,1,0.355,106.302,4,https://api.spotify.com/v1/tracks/2dxjKgT0li4qBI3QwuN9Ih,audio_features,spotify:track:2dxjKgT0li4qBI3QwuN9Ih,0.545
74,All Falls Down,Kanye West,0.184,https://api.spotify.com/v1/audio-analysis/2cYZpcIV39X48RnOFM7w2V,0.643,223507,0.717,2cYZpcIV39X48RnOFM7w2V,0.0,8,0.152,-4.876,0,0.506,90.893,4,https://api.spotify.com/v1/tracks/2cYZpcIV39X48RnOFM7w2V,audio_features,spotify:track:2cYZpcIV39X48RnOFM7w2V,0.46
75,Never Let Me Down,Kanye West,0.394,https://api.spotify.com/v1/audio-analysis/0XMJORJKm4q3iorGAtcait,0.472,324440,0.811,0XMJORJKm4q3iorGAtcait,0.0,11,0.178,-4.856,0,0.375,81.051,4,https://api.spotify.com/v1/tracks/0XMJORJKm4q3iorGAtcait,audio_features,spotify:track:0XMJORJKm4q3iorGAtcait,0.636
76,Only One,Kanye West,0.939,https://api.spotify.com/v1/audio-analysis/0j35X8cTq543QDYLOyqB8W,0.723,280227,0.246,0j35X8cTq543QDYLOyqB8W,0.0,0,0.111,-6.026,1,0.0409,102.208,4,https://api.spotify.com/v1/tracks/0j35X8cTq543QDYLOyqB8W,audio_features,spotify:track:0j35X8cTq543QDYLOyqB8W,0.127
77,Christmas In Harlem,Kanye West,0.3,https://api.spotify.com/v1/audio-analysis/00HMEiBMDkbNCHLJL6zqVk,0.564,236213,0.801,00HMEiBMDkbNCHLJL6zqVk,0.0,1,0.106,-4.7,0,0.187,85.836,4,https://api.spotify.com/v1/tracks/00HMEiBMDkbNCHLJL6zqVk,audio_features,spotify:track:00HMEiBMDkbNCHLJL6zqVk,0.802
78,Not a Bad Thing,Justin Timberlake,0.271,https://api.spotify.com/v1/audio-analysis/1JmPASoql4lnXimD5ICqRP,0.594,266294,0.729,1JmPASoql4lnXimD5ICqRP,0.0,2,0.383,-5.774,1,0.0626,86.032,4,https://api.spotify.com/v1/tracks/1JmPASoql4lnXimD5ICqRP,audio_features,spotify:track:1JmPASoql4lnXimD5ICqRP,0.459
79,Any Way You Want It,Journey,0.00251,https://api.spotify.com/v1/audio-analysis/71SvEDmsOwIWw1IozsZoMA,0.529,201693,0.932,71SvEDmsOwIWw1IozsZoMA,0.00109,7,0.136,-7.501,1,0.0488,138.158,4,https://api.spotify.com/v1/tracks/71SvEDmsOwIWw1IozsZoMA,audio_features,spotify:track:71SvEDmsOwIWw1IozsZoMA,0.571
80,Open Arms,Journey,0.584,https://api.spotify.com/v1/audio-analysis/2w4EpqGasrz9qdTwocx54t,0.405,202173,0.21,2w4EpqGasrz9qdTwocx54t,0.0,2,0.139,-13.214,1,0.0279,100.577,3,https://api.spotify.com/v1/tracks/2w4EpqGasrz9qdTwocx54t,audio_features,spotify:track:2w4EpqGasrz9qdTwocx54t,0.174
81,Separate Ways (Worlds Apart),Journey,0.0188,https://api.spotify.com/v1/audio-analysis/4ECNtOnqzxutZkXP4TE3n3,0.451,323707,0.962,4ECNtOnqzxutZkXP4TE3n3,3.17e-06,0,0.277,-3.947,1,0.0734,131.435,4,https://api.spotify.com/v1/tracks/4ECNtOnqzxutZkXP4TE3n3,audio_features,spotify:track:4ECNtOnqzxutZkXP4TE3n3,0.377
82,Munny Right,Jon Bellion,0.632,https://api.spotify.com/v1/audio-analysis/28pdIEbChDEj6JdhAuuXU9,0.575,253779,0.503,28pdIEbChDEj6JdhAuuXU9,9.26e-05,10,0.539,-6.22,1,0.147,90.674,4,https://api.spotify.com/v1/tracks/28pdIEbChDEj6JdhAuuXU9,audio_features,spotify:track:28pdIEbChDEj6JdhAuuXU9,0.214
83,Carry Your Throne,Jon Bellion,0.446,https://api.spotify.com/v1/audio-analysis/6luhvKibJJNM4P64RLNwgg,0.45,203631,0.839,6luhvKibJJNM4P64RLNwgg,0.000642,10,0.0941,-5.224,1,0.104,159.973,4,https://api.spotify.com/v1/tracks/6luhvKibJJNM4P64RLNwgg,audio_features,spotify:track:6luhvKibJJNM4P64RLNwgg,0.432
84,Hold Back The River,James Bay,0.0523,https://api.spotify.com/v1/audio-analysis/7tmtOEDxPN7CWaQWBsG1DY,0.718,238747,0.702,7tmtOEDxPN7CWaQWBsG1DY,0.0,5,0.0966,-7.292,1,0.0862,134.979,4,https://api.spotify.com/v1/tracks/7tmtOEDxPN7CWaQWBsG1DY,audio_features,spotify:track:7tmtOEDxPN7CWaQWBsG1DY,0.538
85,The House That Heaven Built,Japandroids,0.000522,https://api.spotify.com/v1/audio-analysis/2dcmQJCw1INGn7yR2KHx0U,0.322,289150,0.985,2dcmQJCw1INGn7yR2KHx0U,0.00865,0,0.0964,-3.494,1,0.14,161.195,4,https://api.spotify.com/v1/tracks/2dcmQJCw1INGn7yR2KHx0U,audio_features,spotify:track:2dcmQJCw1INGn7yR2KHx0U,0.0815
86,Younger Us,Japandroids,4.47e-05,https://api.spotify.com/v1/audio-analysis/5lLyaFsXQ2GASksFhGA9It,0.0692,212912,0.977,5lLyaFsXQ2GASksFhGA9It,0.0217,9,0.38,-2.972,1,0.0798,185.23,4,https://api.spotify.com/v1/tracks/5lLyaFsXQ2GASksFhGA9It,audio_features,spotify:track:5lLyaFsXQ2GASksFhGA9It,0.266
87,The Nights of Wine and Roses,Japandroids,0.000265,https://api.spotify.com/v1/audio-analysis/1lsxBwhhgm0xUYCQwISwdB,0.213,242236,0.926,1lsxBwhhgm0xUYCQwISwdB,0.00502,9,0.13,-5.034,1,0.0958,161.146,4,https://api.spotify.com/v1/tracks/1lsxBwhhgm0xUYCQwISwdB,audio_features,spotify:track:1lsxBwhhgm0xUYCQwISwdB,0.183
88,Somewhere Only We Know,Keane,0.0597,https://api.spotify.com/v1/audio-analysis/0ll8uFnc0nANY35E0Lfxvg,0.447,236160,0.662,0ll8uFnc0nANY35E0Lfxvg,2.88e-06,9,0.0869,-4.221,1,0.0259,172.015,4,https://api.spotify.com/v1/tracks/0ll8uFnc0nANY35E0Lfxvg,audio_features,spotify:track:0ll8uFnc0nANY35E0Lfxvg,0.307
89,I Bet My Life,Imagine Dragons,0.384,https://api.spotify.com/v1/audio-analysis/1CQXNBt6zv15L8zDITcxRB,0.561,192707,0.67,1CQXNBt6zv15L8zDITcxRB,0.00035,1,0.477,-8.138,1,0.0422,107.986,4,https://api.spotify.com/v1/tracks/1CQXNBt6zv15L8zDITcxRB,audio_features,spotify:track:1CQXNBt6zv15L8zDITcxRB,0.572
90,Radioactive,Imagine Dragons,0.126,https://api.spotify.com/v1/audio-analysis/4G8gkOterJn0Ywt6uhqbhp,0.478,186813,0.799,4G8gkOterJn0Ywt6uhqbhp,0.000106,9,0.76,-3.614,1,0.0638,136.268,4,https://api.spotify.com/v1/tracks/4G8gkOterJn0Ywt6uhqbhp,audio_features,spotify:track:4G8gkOterJn0Ywt6uhqbhp,0.176
91,It's Time,Imagine Dragons,0.0178,https://api.spotify.com/v1/audio-analysis/6BtmXhTJMM9sBTHeYYASGz,0.656,237987,0.879,6BtmXhTJMM9sBTHeYYASGz,0.0,2,0.109,-4.614,1,0.0362,104.997,4,https://api.spotify.com/v1/tracks/6BtmXhTJMM9sBTHeYYASGz,audio_features,spotify:track:6BtmXhTJMM9sBTHeYYASGz,0.9
92,Demons,Imagine Dragons,0.23,https://api.spotify.com/v1/audio-analysis/3LlAyCYU26dvFZBDUIMb7a,0.499,175200,0.73,3LlAyCYU26dvFZBDUIMb7a,0.00018,3,0.378,-2.831,1,0.0367,90.058,4,https://api.spotify.com/v1/tracks/3LlAyCYU26dvFZBDUIMb7a,audio_features,spotify:track:3LlAyCYU26dvFZBDUIMb7a,0.381
93,On Top Of The World,Imagine Dragons,0.0811,https://api.spotify.com/v1/audio-analysis/6Qj1WXW41Mn3Fh9V2sHphM,0.653,189840,0.914,6Qj1WXW41Mn3Fh9V2sHphM,2.35e-05,0,0.0985,-5.499,1,0.123,100.019,4,https://api.spotify.com/v1/tracks/6Qj1WXW41Mn3Fh9V2sHphM,audio_features,spotify:track:6Qj1WXW41Mn3Fh9V2sHphM,0.808
94,Bad Blood,Bastille,0.0131,https://api.spotify.com/v1/audio-analysis/2HHiH52OPxe8qyVO7N4uH7,0.664,212613,0.79,2HHiH52OPxe8qyVO7N4uH7,0.0156,5,0.08,-5.467,0,0.0364,143.004,4,https://api.spotify.com/v1/tracks/2HHiH52OPxe8qyVO7N4uH7,audio_features,spotify:track:2HHiH52OPxe8qyVO7N4uH7,0.939
95,Things We Lost In The Fire,Bastille,0.063,https://api.spotify.com/v1/audio-analysis/2oTdiDj4AawNeeYFz8bipG,0.587,240747,0.916,2oTdiDj4AawNeeYFz8bipG,0.0,4,0.25,-4.879,0,0.0605,134.029,4,https://api.spotify.com/v1/tracks/2oTdiDj4AawNeeYFz8bipG,audio_features,spotify:track:2oTdiDj4AawNeeYFz8bipG,0.645
96,Flaws,Bastille,0.398,https://api.spotify.com/v1/audio-analysis/67wABU4SjBlnDHB0KiU3HL,0.573,218800,0.653,67wABU4SjBlnDHB0KiU3HL,0.0,8,0.0751,-6.985,1,0.0371,144.187,4,https://api.spotify.com/v1/tracks/67wABU4SjBlnDHB0KiU3HL,audio_features,spotify:track:67wABU4SjBlnDHB0KiU3HL,0.43
97,Not Over You,Gavin DeGraw,0.255,https://api.spotify.com/v1/audio-analysis/6j7hih15xG2cdYwIJnQXsq,0.63,218520,0.894,6j7hih15xG2cdYwIJnQXsq,0.0,10,0.181,-4.592,1,0.0544,142.051,4,https://api.spotify.com/v1/tracks/6j7hih15xG2cdYwIJnQXsq,audio_features,spotify:track:6j7hih15xG2cdYwIJnQXsq,0.364
98,Love Remains The Same,Gavin Rossdale,0.236,https://api.spotify.com/v1/audio-analysis/4dOXc4Suk5eig0jiCqCN5Y,0.406,249440,0.632,4dOXc4Suk5eig0jiCqCN5Y,0.0,4,0.18,-5.115,1,0.0344,149.258,4,https://api.spotify.com/v1/tracks/4dOXc4Suk5eig0jiCqCN5Y,audio_features,spotify:track:4dOXc4Suk5eig0jiCqCN5Y,0.109
99,How to Save a Life,The Fray,0.269,https://api.spotify.com/v1/audio-analysis/5fVZC9GiM4e8vu99W0Xf6J,0.64,262533,0.743,5fVZC9GiM4e8vu99W0Xf6J,0.0,10,0.101,-4.08,1,0.0379,122.035,4,https://api.spotify.com/v1/tracks/5fVZC9GiM4e8vu99W0Xf6J,audio_features,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,0.361
100,Spirit,Future Islands,0.211,https://api.spotify.com/v1/audio-analysis/7pkrYfwDOixoFKdc84YFHf,0.755,261773,0.791,7pkrYfwDOixoFKdc84YFHf,0.141,10,0.0583,-5.437,1,0.0425,140.019,4,https://api.spotify.com/v1/tracks/7pkrYfwDOixoFKdc84YFHf,audio_features,spotify:track:7pkrYfwDOixoFKdc84YFHf,0.966
101,Stick Talk,Future,0.0265,https://api.spotify.com/v1/audio-analysis/20fAoPjfYltmd3K3bO7gbt,0.729,171333,0.672,20fAoPjfYltmd3K3bO7gbt,0.0,7,0.244,-6.749,1,0.282,159.903,4,https://api.spotify.com/v1/tracks/20fAoPjfYltmd3K3bO7gbt,audio_features,spotify:track:20fAoPjfYltmd3K3bO7gbt,0.595
102,F*ck Up Some Commas,Future,0.0698,https://api.spotify.com/v1/audio-analysis/49zD0wr2S3d0lZPib0K4e1,0.874,237400,0.568,49zD0wr2S3d0lZPib0K4e1,1.38e-05,11,0.149,-5.896,0,0.224,139.995,4,https://api.spotify.com/v1/tracks/49zD0wr2S3d0lZPib0K4e1,audio_features,spotify:track:49zD0wr2S3d0lZPib0K4e1,0.46
103,Solo,Frank Ocean,0.849,https://api.spotify.com/v1/audio-analysis/35xSkNIXi504fcEwz9USRB,0.444,257380,0.287,35xSkNIXi504fcEwz9USRB,2.82e-06,5,0.161,-10.631,0,0.0375,124.027,4,https://api.spotify.com/v1/tracks/35xSkNIXi504fcEwz9USRB,audio_features,spotify:track:35xSkNIXi504fcEwz9USRB,0.246
104,Sweet Life,Frank Ocean,0.28,https://api.spotify.com/v1/audio-analysis/6MEDfjHxnVNcYmHe3mM6L2,0.531,262680,0.586,6MEDfjHxnVNcYmHe3mM6L2,0.0,11,0.0824,-6.01,1,0.21,83.711,4,https://api.spotify.com/v1/tracks/6MEDfjHxnVNcYmHe3mM6L2,audio_features,spotify:track:6MEDfjHxnVNcYmHe3mM6L2,0.785
105,Biking (Solo),Frank Ocean,0.543,https://api.spotify.com/v1/audio-analysis/6gtNiLJNLBcV0P6Juenstp,0.64,212495,0.548,6gtNiLJNLBcV0P6Juenstp,3.1e-06,7,0.303,-6.965,1,0.147,148.077,4,https://api.spotify.com/v1/tracks/6gtNiLJNLBcV0P6Juenstp,audio_features,spotify:track:6gtNiLJNLBcV0P6Juenstp,0.181
106,Lens,Frank Ocean,0.588,https://api.spotify.com/v1/audio-analysis/371H6HjS4SXGbQ9IVfFUIL,0.681,227655,0.333,371H6HjS4SXGbQ9IVfFUIL,0.0,9,0.086,-8.582,1,0.0974,118.05,4,https://api.spotify.com/v1/tracks/371H6HjS4SXGbQ9IVfFUIL,audio_features,spotify:track:371H6HjS4SXGbQ9IVfFUIL,0.564
107,Biking,Frank Ocean,0.681,https://api.spotify.com/v1/audio-analysis/2q0VexHJirnUPnEOhr2DxK,0.673,277521,0.463,2q0VexHJirnUPnEOhr2DxK,4.9e-06,2,0.0907,-7.247,1,0.191,147.981,4,https://api.spotify.com/v1/tracks/2q0VexHJirnUPnEOhr2DxK,audio_features,spotify:track:2q0VexHJirnUPnEOhr2DxK,0.268
108,Swim Good,Frank Ocean,0.00167,https://api.spotify.com/v1/audio-analysis/3CgZCQyuyxHRMWB9BTwmni,0.534,257187,0.675,3CgZCQyuyxHRMWB9BTwmni,0.00178,0,0.0579,-8.477,1,0.106,79.796,4,https://api.spotify.com/v1/tracks/3CgZCQyuyxHRMWB9BTwmni,audio_features,spotify:track:3CgZCQyuyxHRMWB9BTwmni,0.684
109,Can't Help Falling in Love,Elvis Presley,0.953,https://api.spotify.com/v1/audio-analysis/44AyOl4qVkzS48vBsbNXaC,0.428,179773,0.244,44AyOl4qVkzS48vBsbNXaC,0.000144,2,0.102,-15.447,1,0.0269,100.495,3,https://api.spotify.com/v1/tracks/44AyOl4qVkzS48vBsbNXaC,audio_features,spotify:track:44AyOl4qVkzS48vBsbNXaC,0.39
110,Jailhouse Rock,Elvis Presley,0.41,https://api.spotify.com/v1/audio-analysis/4gphxUgq0JSFv2BCLhNDiE,0.647,146480,0.582,4gphxUgq0JSFv2BCLhNDiE,1.93e-06,10,0.0715,-9.538,0,0.0755,167.396,4,https://api.spotify.com/v1/tracks/4gphxUgq0JSFv2BCLhNDiE,audio_features,spotify:track:4gphxUgq0JSFv2BCLhNDiE,0.915
111,Don't Go Breaking My Heart - Remastered,Elton John,0.15,https://api.spotify.com/v1/audio-analysis/3Oa9AekIq67UBax1H9bXp6,0.721,266147,0.93,3Oa9AekIq67UBax1H9bXp6,0.0,5,0.0943,-4.734,1,0.0389,131.607,4,https://api.spotify.com/v1/tracks/3Oa9AekIq67UBax1H9bXp6,audio_features,spotify:track:3Oa9AekIq67UBax1H9bXp6,0.815
112,Tiny Dancer,Elton John,0.349,https://api.spotify.com/v1/audio-analysis/2TVxnKdb3tqe1nhQWwwZCO,0.419,377093,0.427,2TVxnKdb3tqe1nhQWwwZCO,0.00029,0,0.158,-10.918,1,0.0281,145.301,4,https://api.spotify.com/v1/tracks/2TVxnKdb3tqe1nhQWwwZCO,audio_features,spotify:track:2TVxnKdb3tqe1nhQWwwZCO,0.237
113,Hotel California - Remastered,Eagles,0.00574,https://api.spotify.com/v1/audio-analysis/40riOy7x9W7GXjyGp4pjAv,0.579,391376,0.508,40riOy7x9W7GXjyGp4pjAv,0.000494,2,0.0575,-9.484,1,0.027,147.125,4,https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv,audio_features,spotify:track:40riOy7x9W7GXjyGp4pjAv,0.609
114,Free Smoke,Drake,0.0621,https://api.spotify.com/v1/audio-analysis/05KOgYg8PGeJyyWBPi5ja8,0.617,218674,0.492,05KOgYg8PGeJyyWBPi5ja8,0.0,10,0.484,-7.588,0,0.448,141.953,4,https://api.spotify.com/v1/tracks/05KOgYg8PGeJyyWBPi5ja8,audio_features,spotify:track:05KOgYg8PGeJyyWBPi5ja8,0.208
115,Controlla,Drake,0.0873,https://api.spotify.com/v1/audio-analysis/3O8NlPh2LByMU9lSRSHedm,0.545,245227,0.478,3O8NlPh2LByMU9lSRSHedm,0.0,10,0.114,-11.066,0,0.287,92.326,4,https://api.spotify.com/v1/tracks/3O8NlPh2LByMU9lSRSHedm,audio_features,spotify:track:3O8NlPh2LByMU9lSRSHedm,0.317
116,One Dance,Drake,0.00842,https://api.spotify.com/v1/audio-analysis/1zi7xx7UVEFkmKfv06H8x0,0.796,173987,0.61,1zi7xx7UVEFkmKfv06H8x0,0.00286,1,0.351,-5.857,1,0.0516,103.99,4,https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0,audio_features,spotify:track:1zi7xx7UVEFkmKfv06H8x0,0.391
117,Pop Style,Drake,0.187,https://api.spotify.com/v1/audio-analysis/5mPSyjLatqB00IkPqRlbTE,0.718,212947,0.458,5mPSyjLatqB00IkPqRlbTE,3.43e-06,4,0.105,-10.024,0,0.117,132.998,4,https://api.spotify.com/v1/tracks/5mPSyjLatqB00IkPqRlbTE,audio_features,spotify:track:5mPSyjLatqB00IkPqRlbTE,0.0514
118,Hotline Bling,Drake,0.00302,https://api.spotify.com/v1/audio-analysis/0wwPcA6wtMf6HUMpIRdeP7,0.903,267067,0.621,0wwPcA6wtMf6HUMpIRdeP7,0.000186,2,0.0504,-8.132,1,0.0578,134.969,4,https://api.spotify.com/v1/tracks/0wwPcA6wtMf6HUMpIRdeP7,audio_features,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,0.553
119,Energy,Drake,0.329,https://api.spotify.com/v1/audio-analysis/79XrkTOfV1AqySNjVlygpW,0.743,181933,0.571,79XrkTOfV1AqySNjVlygpW,0.0,11,0.522,-8.038,1,0.505,172.056,4,https://api.spotify.com/v1/tracks/79XrkTOfV1AqySNjVlygpW,audio_features,spotify:track:79XrkTOfV1AqySNjVlygpW,0.571
120,Started From The Bottom,Drake,0.0378,https://api.spotify.com/v1/audio-analysis/6V2D8Lls36APk0THDjBDfE,0.793,174133,0.512,6V2D8Lls36APk0THDjBDfE,0.0,8,0.16,-7.871,1,0.188,86.35,4,https://api.spotify.com/v1/tracks/6V2D8Lls36APk0THDjBDfE,audio_features,spotify:track:6V2D8Lls36APk0THDjBDfE,0.542
121,Wu-Tang Forever,Drake,0.0511,https://api.spotify.com/v1/audio-analysis/6KziiQUOoCmC7Kc7Rv4jar,0.847,217680,0.416,6KziiQUOoCmC7Kc7Rv4jar,0.0,1,0.0996,-8.456,0,0.25,99.966,4,https://api.spotify.com/v1/tracks/6KziiQUOoCmC7Kc7Rv4jar,audio_features,spotify:track:6KziiQUOoCmC7Kc7Rv4jar,0.378
122,"Hold On, We're Going Home",Drake,0.00349,https://api.spotify.com/v1/audio-analysis/14Rcq31SafFBHNEwXrtR2B,0.772,227880,0.407,14Rcq31SafFBHNEwXrtR2B,2.4e-05,6,0.0705,-7.442,0,0.0907,100.006,4,https://api.spotify.com/v1/tracks/14Rcq31SafFBHNEwXrtR2B,audio_features,spotify:track:14Rcq31SafFBHNEwXrtR2B,0.292
123,Pound Cake / Paris Morton Music 2,Drake,0.135,https://api.spotify.com/v1/audio-analysis/1HDaPtZuixue2q6VGNRdVO,0.517,433800,0.749,1HDaPtZuixue2q6VGNRdVO,1.55e-05,2,0.114,-6.767,1,0.549,164.137,4,https://api.spotify.com/v1/tracks/1HDaPtZuixue2q6VGNRdVO,audio_features,spotify:track:1HDaPtZuixue2q6VGNRdVO,0.27
124,Over My Dead Body,Drake,0.742,https://api.spotify.com/v1/audio-analysis/2Gnsof1hvZzjE1xdLRpjtf,0.516,272573,0.555,2Gnsof1hvZzjE1xdLRpjtf,1.95e-06,1,0.152,-10.258,1,0.288,186.108,4,https://api.spotify.com/v1/tracks/2Gnsof1hvZzjE1xdLRpjtf,audio_features,spotify:track:2Gnsof1hvZzjE1xdLRpjtf,0.567
125,Shot For Me,Drake,0.0696,https://api.spotify.com/v1/audio-analysis/6Z01gUquJsjJC67uNWm6P0,0.532,224720,0.471,6Z01gUquJsjJC67uNWm6P0,0.0,7,0.57,-11.623,1,0.221,143.048,4,https://api.spotify.com/v1/tracks/6Z01gUquJsjJC67uNWm6P0,audio_features,spotify:track:6Z01gUquJsjJC67uNWm6P0,0.153
126,Headlines,Drake,0.34,https://api.spotify.com/v1/audio-analysis/6LxSe8YmdPxy095Ux6znaQ,0.649,235987,0.558,6LxSe8YmdPxy095Ux6znaQ,0.000266,6,0.0912,-7.336,0,0.0834,152.017,4,https://api.spotify.com/v1/tracks/6LxSe8YmdPxy095Ux6znaQ,audio_features,spotify:track:6LxSe8YmdPxy095Ux6znaQ,0.379
127,Crew Love,Drake,0.25,https://api.spotify.com/v1/audio-analysis/0V4l4GQhgnWQGtCWpvA7va,0.421,208813,0.537,0V4l4GQhgnWQGtCWpvA7va,0.0,0,0.173,-8.956,0,0.244,160.474,4,https://api.spotify.com/v1/tracks/0V4l4GQhgnWQGtCWpvA7va,audio_features,spotify:track:0V4l4GQhgnWQGtCWpvA7va,0.376
128,Under Ground Kings,Drake,7.11e-05,https://api.spotify.com/v1/audio-analysis/1D9XLqQp2YYiOxrr5KLb8K,0.468,212613,0.727,1D9XLqQp2YYiOxrr5KLb8K,0.0,5,0.194,-7.344,0,0.276,156.327,4,https://api.spotify.com/v1/tracks/1D9XLqQp2YYiOxrr5KLb8K,audio_features,spotify:track:1D9XLqQp2YYiOxrr5KLb8K,0.439
129,The Real Her,Drake,0.17,https://api.spotify.com/v1/audio-analysis/74atKkOasLOVzvqB6mYgga,0.558,321080,0.306,74atKkOasLOVzvqB6mYgga,0.0,8,0.121,-14.048,1,0.378,130.282,4,https://api.spotify.com/v1/tracks/74atKkOasLOVzvqB6mYgga,audio_features,spotify:track:74atKkOasLOVzvqB6mYgga,0.536
130,Look What You've Done,Drake,0.512,https://api.spotify.com/v1/audio-analysis/7t1lBIr3WIEtqQEOdZFMUf,0.494,301960,0.349,7t1lBIr3WIEtqQEOdZFMUf,0.0,3,0.0965,-14.588,0,0.364,135.151,4,https://api.spotify.com/v1/tracks/7t1lBIr3WIEtqQEOdZFMUf,audio_features,spotify:track:7t1lBIr3WIEtqQEOdZFMUf,0.269
131,HYFR (Hell Ya Fucking Right),Drake,0.145,https://api.spotify.com/v1/audio-analysis/0m1KYWlT6LhFRBDVq9UNx4,0.597,206627,0.622,0m1KYWlT6LhFRBDVq9UNx4,0.0,7,0.117,-8.635,0,0.212,139.954,4,https://api.spotify.com/v1/tracks/0m1KYWlT6LhFRBDVq9UNx4,audio_features,spotify:track:0m1KYWlT6LhFRBDVq9UNx4,0.375
132,Fireworks,Drake,0.48,https://api.spotify.com/v1/audio-analysis/73tgFzBug5Ifk1Retdtwk7,0.649,313280,0.759,73tgFzBug5Ifk1Retdtwk7,0.0,0,0.151,-6.483,1,0.342,92.067,4,https://api.spotify.com/v1/tracks/73tgFzBug5Ifk1Retdtwk7,audio_features,spotify:track:73tgFzBug5Ifk1Retdtwk7,0.527
133,The Resistance,Drake,0.817,https://api.spotify.com/v1/audio-analysis/0llA0pYA6GpGk7fTjew0wO,0.459,225360,0.737,0llA0pYA6GpGk7fTjew0wO,0.0,0,0.116,-7.924,1,0.223,161.584,4,https://api.spotify.com/v1/tracks/0llA0pYA6GpGk7fTjew0wO,audio_features,spotify:track:0llA0pYA6GpGk7fTjew0wO,0.607
134,Show Me A Good Time,Drake,0.0432,https://api.spotify.com/v1/audio-analysis/7v0hKO3RYhEXt2EPXf4AOS,0.662,210360,0.714,7v0hKO3RYhEXt2EPXf4AOS,0.0,6,0.11,-6.027,0,0.173,128.344,4,https://api.spotify.com/v1/tracks/7v0hKO3RYhEXt2EPXf4AOS,audio_features,spotify:track:7v0hKO3RYhEXt2EPXf4AOS,0.696
135,Fancy,Drake,0.328,https://api.spotify.com/v1/audio-analysis/3fpTMuD1u3gJlVI4FadVHs,0.652,319387,0.894,3fpTMuD1u3gJlVI4FadVHs,0.0,0,0.354,-5.701,0,0.398,87.59,4,https://api.spotify.com/v1/tracks/3fpTMuD1u3gJlVI4FadVHs,audio_features,spotify:track:3fpTMuD1u3gJlVI4FadVHs,0.262
136,I'm Goin In,Drake,0.0393,https://api.spotify.com/v1/audio-analysis/60geMByGdlcGGMR5R5ZjHE,0.658,225267,0.756,60geMByGdlcGGMR5R5ZjHE,0.0,1,0.0988,-8.366,1,0.374,169.975,4,https://api.spotify.com/v1/tracks/60geMByGdlcGGMR5R5ZjHE,audio_features,spotify:track:60geMByGdlcGGMR5R5ZjHE,0.534
137,"Start It Up - feat. Kanye West, Swizz Beatz, Ryan Leslie, & Fabolous",Lloyd Banks,0.0935,https://api.spotify.com/v1/audio-analysis/37qcaCXw7TlBsDD5BgDoCf,0.446,289520,0.87,37qcaCXw7TlBsDD5BgDoCf,0.0,1,0.437,-4.683,1,0.318,161.79,4,https://api.spotify.com/v1/tracks/37qcaCXw7TlBsDD5BgDoCf,audio_features,spotify:track:37qcaCXw7TlBsDD5BgDoCf,0.438
